PID,ProductType,ProductName,Manufacturer,Part #,Color
4346,Video Card,PNY Quadro K4200 4 GB Video Card (VCQK4200-PB),17,VCQK4200-PB,2
4347,Video Card,ASRock Radeon RX 6800 XT 16 GB Video Card (Radeon RX 6800 XT 16G),2,Radeon RX 6800 XT 16G,2
4348,Video Card,PowerColor Radeon RX 5700 XT 8 GB Video Card (AXRX 5700XT 8GBD6-3DH),19,AXRX 5700XT 8GBD6-3DH,1
4349,Video Card,Gigabyte GeForce GTX 960 4 GB Video Card (GV-N960WF2OC-4GD),3,GV-N960WF2OC-4GD,1
4350,Video Card,XFX Radeon RX 570 4 GB XXX Video Card (RX-570P4DFDR),14,RX-570P4DFDR,8
4351,Video Card,Inno3D GeForce GTX 1050 Ti 4 GB Twin X2 Video Card (N105T-1DDV-M5CM),26,N105T-1DDV-M5CM,3
4352,Video Card,XFX GeForce GT 620 2 GB Video Card (GT-620N-CNF2),14,GT-620N-CNF2,
4353,Video Card,Zotac GeForce GTX 1080 Ti 11 GB AMP Extreme Video Card (ZT-P10810C-10P),11,ZT-P10810C-10P,18
4354,Video Card,Sapphire Radeon RX 6800 XT 16 GB Video Card (21304-01-20g),15,21304-01-20g,2
4355,Video Card,Gigabyte Radeon RX 5600 XT 6 GB WINDFORCE OC Video Card (GV-R56XTWF2OC-6GD),3,GV-R56XTWF2OC-6GD,2
4356,Video Card,GALAX GeForce GTX 1650 SUPER 4 GB EX Video Card (65SQL8DS61EX),25,65SQL8DS61EX,1
4357,Video Card,Zotac GeForce GTX 1070 8 GB AMP Extreme Video Card (ZT-P10700B-10P),11,ZT-P10700B-10P,1
4358,Video Card,Asus GeForce RTX 2080 SUPER 8 GB DUAL EVO OC Video Card (DUAL-RTX2080S-O8G-EVO-V2),0,"DUAL-RTX2080S-O8G-EVO-V2
90YV0DP1-M0NM00",1
4359,Video Card,PNY GeForce GTX 1660 Ti 6 GB XLR8 Gaming Overclocked Edition Video Card (VCG1660T6SFPPB-O),17,VCG1660T6SFPPB-O,1
4360,Video Card,MSI GeForce GTX 1080 Ti 11 GB DUKE OC Video Card (GTX 1080 Ti DUKE 11G OC),1,"GTX 1080 Ti DUKE 11G OC
GEFORCE GTX 1080 Ti DUKE 11G OC",1
4361,Video Card,GALAX GeForce GTX 1050 Ti 4 GB OC Video Card (50IQH8DSN8OC),25,50IQH8DSN8OC,1
4362,Video Card,MSI GeForce RTX 2070 8 GB ARMOR Video Card (GeForce RTX 2070 ARMOR 8G),1,"GeForce RTX 2070 ARMOR 8G
RTX 2070 ARMOR 8G",2
4363,Video Card,Asus GeForce RTX 3060 Ti 8 GB KO Video Card (KO-RTX3060TI-8G-GAMING),0,KO-RTX3060TI-8G-GAMING,2
4364,Video Card,Gigabyte GeForce RTX 3090 24 GB EAGLE OC Video Card (GV-N3090EAGLE OC-24GD),3,GV-N3090EAGLE OC-24GD,1
4365,Video Card,Gigabyte Radeon RX 5700 8 GB GAMING OC Video Card (GV-R57GAMING OC-8GD),3,GV-R57GAMING OC-8GD,11
4366,Video Card,PNY GeForce RTX 3090 24 GB XLR8 Gaming EPIC-X RGB Video Card (VCG309024TFXMPB),17,VCG309024TFXMPB,1
4367,Video Card,EVGA GeForce GTX 1060 3GB 3 GB SSC GAMING Video Card (03G-P4-6167-KR),9,03G-P4-6167-KR,2
4368,Video Card,Sapphire Radeon RX 590 8 GB PULSE Video Card (11289-06-20G),15,"11289-06-20G
100415P8GL",2
4369,Video Card,EVGA GeForce GTX 750 Ti 2 GB FTW ACX Video Card (02G-P4-3757-KR),9,02G-P4-3757-KR,2
4370,Video Card,Zotac GeForce GTX 750 Ti 2 GB Video Card (ZT-70605-10M),11,ZT-70605-10M,10
4371,Video Card,EVGA GeForce GTX 980 Ti 6 GB FTW ACX 2.0+ Video Card (06G-P4-4996-KR),9,06G-P4-4996-KR,0
4372,Video Card,MSI GeForce GTX 1070 8 GB AERO Video Card (GTX 1070 AERO 8G OC),1,"GTX 1070 AERO 8G OC
GeForce GTX 1070 AERO OC",2
4373,Video Card,Gigabyte GeForce GTX 1060 6GB 6 GB AORUS Video Card (GV-N1060AORUS-6GD),3,GV-N1060AORUS-6GD,10
4374,Video Card,Gigabyte GeForce RTX 2080 Ti 11 GB AORUS XTREME WATERFORCE Video Card (GV-N208TAORUSX W-11GC),3,GV-N208TAORUSX W-11GC,2
4375,Video Card,ASRock Radeon RX 5700 XT 8 GB Taichi X OC+ Video Card (RX 5700 XT TAICHI X 8G OC+),2,"RX 5700 XT TAICHI X 8G OC+
RX5700XTTAICHIXOC",0
4376,Video Card,Asus GeForce RTX 2060 SUPER 8 GB DUAL EVO OC V2 Video Card (DUAL-RTX2060S-O8G-EVO-V2),0,"DUAL-RTX2060S-O8G-EVO-V2
90YV0DZ0-M0NA00",1
4377,Video Card,MSI Radeon RX 570 8 GB ARMOR Video Card (RX 570 ARMOR MK2 8G OC),1,"RX 570 ARMOR MK2 8G OC
R570AR28C",12
4378,Video Card,Asus GeForce GTX 1660 SUPER 6 GB DUAL MINI OC Video Card (DUAL-GTX1660S-O6G-MINI),0,"DUAL-GTX1660S-O6G-MINI
90YV0DT4-M0NA00",1
4379,Video Card,PNY GeForce GTX 1650 SUPER 4 GB XLR8 Gaming Overclocked Edition Video Card (VCG16504SSFPPB-O),17,VCG16504SSFPPB-O,1
4380,Video Card,Gigabyte GeForce GTX 770 4 GB WINDFORCE Video Card (GV-N770WF3-4GD),3,GV-N770WF3-4GD,1
4381,Video Card,Sapphire Radeon R9 380 4 GB NITRO Video Card (100384NT4GOCL),15,100384NT4GOCL,2
4382,Video Card,Zotac GeForce GTX 1060 3GB 3 GB AMP Video Card (ZT-P10610E-10M),11,ZT-P10610E-10M,2
4383,Video Card,MSI GeForce GTX 780 Ti 3 GB Video Card (GTX 780Ti 3GD5),1,GTX 780Ti 3GD5,2
4384,Video Card,Asus GeForce GTX 1080 8 GB Turbo Video Card (TURBO-GTX1080-8G),0,"TURBO-GTX1080-8G
90YV09S0-M0NA00",2
4385,Video Card,MSI GeForce RTX 2080 SUPER 8 GB VENTUS OC Video Card (RTX 2080 Super Ventus OC),1,RTX 2080 Super Ventus OC,4
4386,Video Card,PowerColor Radeon RX 5600 XT 6 GB Red Dragon Video Card (AXRX 5600XT 6GBD6-3DHR/OC),19,AXRX 5600XT 6GBD6-3DHR/OC,2
4387,Video Card,Inno3D GeForce RTX 3070 8 GB iChill X4 Video Card (GX-07H-IN),26,GX-07H-IN,2
4388,Video Card,EVGA GeForce GT 710 2 GB Video Card (02G-P3-2713-KR),9,02G-P3-2713-KR,1
4389,Video Card,EVGA GeForce RTX 3090 24 GB FTW3 GAMING Video Card (24G-P5-3985-KR),9,24G-P5-3985-KR,8
4390,Video Card,Palit GeForce GTX 1660 SUPER 6 GB GamingPro OC Video Card (NE6166SS18J9-1160A),21,NE6166SS18J9-1160A,
4391,Video Card,Gigabyte GeForce RTX 2060 6 GB WINDFORCE OC Video Card (GV-N2060WF2OC-6GD R2),3,"GV-N2060WF2OC-6GD R2
GV-N2060WF2OC-6GD REV2.0",1
4392,Video Card,EVGA GeForce GTX 1070 Ti 8 GB FTW ULTRA SILENT GAMING Video Card (08G-P4-6678-KR),9,08G-P4-6678-KR,2
4393,Video Card,Gigabyte GeForce RTX 3080 Ti 12 GB EAGLE OC Video Card (GV-N308TEAGLE OC-12GD),3,GV-N308TEAGLE OC-12GD,1
4394,Video Card,MSI GeForce GTX 1080 8 GB AERO Video Card (GeForce GTX 1080 AERO 8G OC),1,"GeForce GTX 1080 AERO 8G OC
GTX 1080 AERO 8G OC
V336-015R",2
4395,Video Card,Asus GeForce RTX 2060 6 GB Phoenix Fan Video Card (PH-RTX2060-6G),0,"PH-RTX2060-6G
90YV0CJ0-M0NA00",3
4396,Video Card,Asus GeForce GTX 1060 6GB 6 GB STRIX OC Video Card (STRIX-GTX1060-DC2O6G),0,STRIX-GTX1060-DC2O6G,8
4397,Video Card,Sapphire Radeon RX VEGA 64 8 GB NITRO+ Video Card (11275-03-40G),15,"11275-03-40G
100410NT+SR",2
4398,Video Card,Asus GeForce GTX 1660 SUPER 6 GB STRIX GAMING OC Video Card (ROG-STRIX-GTX1660S-O6G-GAMING),0,ROG-STRIX-GTX1660S-O6G-GAMING,2
4399,Video Card,Gigabyte GeForce RTX 2060 SUPER 8 GB GAMING OC 3X Video Card (GV-N206SGAMING OC-8GD v2.0),3,GV-N206SGAMING OC-8GD v2.0,1
4400,Video Card,MSI Radeon RX 5700 8 GB Video Card (Radeon RX 5700 8G),1,"Radeon RX 5700 8G
RX 5700 8G",31
4401,Video Card,EVGA GeForce GTX 1650 G5 4 GB SC ULTRA GAMING Video Card (04G-P4-1057-KR),9,04G-P4-1057-KR,1
4402,Video Card,HP Quadro K4000 3 GB Video Card (C2J94AT),28,C2J94AT,2
4403,Video Card,MSI GeForce RTX 3060 Ti 8 GB VENTUS 2X Video Card (RTX 3060 Ti VENTUS 2X),1,RTX 3060 Ti VENTUS 2X,2
4404,Video Card,MSI GeForce RTX 3090 24 GB SUPRIM Video Card (RTX 3090 SUPRIM 24G),1,RTX 3090 SUPRIM 24G,2
4405,Video Card,ASRock Radeon RX 5500 XT 4 GB Challenger D OC Video Card (RX5500XT CLD 4GO),2,"RX5500XT CLD 4GO
90-GA1UZZ-00UANF",18
4406,Video Card,EVGA GeForce GTX 650 1 GB Video Card (01G-P4-2650-KR),9,01G-P4-2650-KR,2
4407,Video Card,Sapphire Radeon RX 570 8 GB NITRO+ Video Card (11266-09-20G),15,"11266-09-20G
100412NT+8GL",1
4408,Video Card,Gigabyte Radeon RX 580 8 GB GAMING 8G Video Card (GV-RX580GAMING-8GD REV2.0),3,GV-RX580GAMING-8GD REV2.0,10
4409,Video Card,PNY GeForce GTX 1650 SUPER 4 GB Video Card (VCG16504SSFPPB),17,VCG16504SSFPPB,1
4410,Video Card,NVIDIA Quadro K4000 3 GB Video Card (VCQK4000-PB),16,VCQK4000-PB,1
4411,Video Card,EVGA GeForce GTX 970 4 GB ACX 2.0 Video Card (04G-P4-2972-KR),9,04G-P4-2972-KR,17
4412,Video Card,XFX Radeon RX 550 - 512 4 GB Video Card (RX-550P4SFG5),14,RX-550P4SFG5,8
4413,Video Card,Gigabyte Radeon RX 580 4 GB GAMING Video Card (GV-RX580GAMING-4GD),3,GV-RX580GAMING-4GD,10
4414,Video Card,Gigabyte Radeon RX 6900 XT 16 GB Video Card (GV-R69XT-16GC-B),3,GV-R69XT-16GC-B,2
4415,Video Card,MSI GeForce GTX 1070 8 GB AERO ITX OC Video Card (GTX 1070 AERO ITX 8G OC),1,GTX 1070 AERO ITX 8G OC,3
4416,Video Card,Asus GeForce RTX 2070 SUPER 8 GB DUAL EVO Video Card (DUAL-RTX2070S-8G-EVO),0,"DUAL-RTX2070S-8G-EVO
90YV0DK3-M0NA00",1
4417,Video Card,EVGA GeForce GTX 1080 8 GB FTW2 GAMING iCX Video Card (08G-P4-6686-KR),9,08G-P4-6686-KR,11
4418,Video Card,Gigabyte GeForce GTX 1050 2 GB WINDFORCE Video Card (GV-N1050WF2-2GD),3,GV-N1050WF2-2GD,10
4419,Video Card,EVGA GeForce GTX 1050 3 GB SC GAMING Video Card (03G-P4-6153-KR),9,03G-P4-6153-KR,1
4420,Video Card,MSI GeForce RTX 2080 8 GB DUKE Video Card (RTX 2080 DUKE 8G OC),1,"RTX 2080 DUKE 8G OC
V372-003R",1
4421,Video Card,ASRock Radeon RX 6700 XT 12 GB Video Card (Radeon RX6700XT 12G),2,Radeon RX6700XT 12G,4
4422,Video Card,Gainward GeForce GTX 1060 3GB 3 GB Video Card (426018336-3798),24,426018336-3798,1
4423,Video Card,Palit GeForce GTX 1070 8 GB Dual Video Card (NE51070015P2-1043D),21,"NE51070015P2-1043D
NE51070015P2D",1
4424,Video Card,PNY GeForce RTX 2060 SUPER 8 GB Dual Video Card (VCG20608SDFPPB),17,VCG20608SDFPPB,1
4425,Video Card,EVGA GeForce RTX 2070 SUPER 8 GB KO GAMING Video Card (08G-P4-2072-KR),9,08G-P4-2072-KR,1
4426,Video Card,GALAX GeForce RTX 2060 SUPER 8 GB EX Video Card (26ISL6MPX2EX),25,26ISL6MPX2EX,54
4427,Video Card,MSI GeForce RTX 2070 8 GB TRI FROZR Video Card (RTX 2070 TRI FROZR),1,RTX 2070 TRI FROZR,1
4428,Video Card,PNY GeForce RTX 3080 Ti 12 GB XLR8 Gaming UPRISING EPIC-X RGB Video Card (VCG3080T12TFXMPB),17,VCG3080T12TFXMPB,2
4429,Video Card,ASRock Radeon RX 5700 XT 8 GB Phantom Gaming D OC Video Card (RX5700XT PGD 8GO),2,"RX5700XT PGD 8GO
90-GA1JZZ-00UANF",8
4430,Video Card,Sapphire Radeon RX 550 - 512 2 GB PULSE Video Card (11268-03-20G),15,11268-03-20G,8
4431,Video Card,Gigabyte GeForce RTX 2070 8 GB GAMING OC Video Card (GV-N2070GAMINGOC WHITE-8GC),3,GV-N2070GAMINGOC WHITE-8GC,7
4432,Video Card,PNY GeForce RTX 3060 12 GB UPRISING Video Card (VCG306012DFMPB),17,VCG306012DFMPB,1
4433,Video Card,Sapphire Radeon RX 5700 XT 8 GB NITRO+ SE Video Card (11293-05-40G),15,"11293-05-40G
100416NT+SESR",2
4434,Video Card,Asus GeForce GTX 550 Ti 1 GB Video Card (ENGTX550 TI DC/DI/1GD5),0,ENGTX550 TI DC/DI/1GD5,8
4435,Video Card,MSI GeForce GTX 950 2 GB GAMING Video Card (GTX 950 GAMING 2G),1,"GTX 950 GAMING 2G
V320-059R",8
4436,Video Card,Zotac GeForce GTX 1070 Ti 8 GB AMP Extreme Video Card (ZT-P10710B-10P),11,ZT-P10710B-10P,18
4437,Video Card,Sapphire Radeon RX 6800 16 GB NITRO+ Video Card (11305-01-20G),15,11305-01-20G,2
4438,Video Card,Palit GeForce GTX 1050 Ti 4 GB Dual OC Video Card (NE5105TS18G1-1071D),21,"NE5105TS18G1-1071D
NE5105TS18G1D",2
4439,Video Card,Palit GeForce RTX 3080 Ti 12 GB GameRock OC Video Card (NED308TT19KB-1020G),21,NED308TT19KB-1020G,31
4440,Video Card,Palit GeForce RTX 3090 24 GB GameRock Video Card (NED3090T19SB-1021G),21,NED3090T19SB-1021G,4
4441,Video Card,Asus GeForce RTX 2080 Ti 11 GB STRIX GAMING Advanced Video Card (ROG-STRIX-RTX2080TI-A11G-GAMING),0,ROG-STRIX-RTX2080TI-A11G-GAMING,1
4442,Video Card,Asus GeForce RTX 2070 8 GB DUAL MINI OC Video Card (DUAL-RTX2070-O8G-MINI),0,"DUAL-RTX2070-O8G-MINI
90YV0EC0-M0NA00",1
4443,Video Card,Asus GeForce GTX 660 Ti 2 GB Video Card (GTX660 TI-DC2O-2GD5),0,GTX660 TI-DC2O-2GD5,8
4444,Video Card,Gigabyte GeForce GTX 660 2 GB Video Card (GV-N660OC-2GD),3,GV-N660OC-2GD,17
4445,Video Card,MSI GeForce RTX 2060 SUPER 8 GB GAMING Video Card (RTX 2060 SUPER GAMING),1,"RTX 2060 SUPER GAMING
GeForce RTX 2060 SUPER GAMING",2
4446,Video Card,Gigabyte GeForce RTX 2080 SUPER 8 GB GAMING OC Video Card (GV-N208SGAMING OC-8GC rev. 2.0),3,GV-N208SGAMING OC-8GC rev. 2.0,2
4447,Video Card,AMD FirePro W2100 2 GB Video Card (100-505821),22,100-505821,8
4448,Video Card,PNY Quadro M6000 24 GB Video Card (VCQM6000-24GB-PB),17,VCQM6000-24GB-PB,16
4449,Video Card,Asus GeForce GTX 750 Ti 4 GB Video Card (STRIX-GTX750TI-DC2OC-4GD5),0,STRIX-GTX750TI-DC2OC-4GD5,8
4450,Video Card,Sapphire Radeon RX 480 4 GB NITRO+ Video Card (11260-02),15,"11260-02
11260-02-20G
100406NT+4GOCL",2
4451,Video Card,MSI GeForce GTX 1050 Ti 4 GB AERO ITX Video Card (GTX 1050 Ti AERO ITX 4G OC),1,GTX 1050 Ti AERO ITX 4G OC,3
4452,Video Card,Gigabyte GeForce GT 730 2 GB Video Card (GV-N730D3-2GI),3,"GV-N730D3-2GI
GV-N730D3-2GI (rev. 2.0)",17
4453,Video Card,Inno3D GeForce GTX 1660 Ti 6 GB Twin X2 Video Card (N166T2-06D6-1710VA15),26,N166T2-06D6-1710VA15,1
4454,Video Card,EVGA GeForce GTX 750 Ti 2 GB Video Card (02G-P4-3751-KR),9,02G-P4-3751-KR,2
4455,Video Card,NVIDIA Titan X (Pascal) 12 GB Video Card (900-1G611-2500-000),16,900-1G611-2500-000,2
4456,Video Card,Asus GeForce RTX 2080 Ti 11 GB Turbo Video Card (TURBO-RTX2080TI-11G),0,"TURBO-RTX2080TI-11G
90YV0C40-M0NM00
90YV0C40-M0NA00",1
4457,Video Card,MSI GeForce RTX 2070 SUPER 8 GB VENTUS Video Card (RTX 2070 SUPER VENTUS),1,"RTX 2070 SUPER VENTUS
GeForce RTX 2070 SUPER VENTUS",2
4458,Video Card,Inno3D GeForce RTX 3060 Ti 8 GB iChill X3 RED Video Card (C306T3-08D6X-1671VA39),26,C306T3-08D6X-1671VA39,8
4459,Video Card,Gigabyte GeForce GTX 1070 8 GB MINI ITX OC Video Card (GV-N1070IXOC-8GD),3,GV-N1070IXOC-8GD,10
4460,Video Card,MSI GeForce RTX 3070 Ti 8 GB VENTUS 3X Video Card (GeForce RTX 3070 Ti VENTUS 3X 8G),1,GeForce RTX 3070 Ti VENTUS 3X 8G,2
4461,Video Card,MSI Radeon R7 370 4 GB GAMING Video Card (R7 370 GAMING 4G),1,R7 370 GAMING 4G,8
4462,Video Card,Asus GeForce GTX 1660 Ti 6 GB DUAL OC Video Card (DUAL-GTX1660TI-O6G),0,"DUAL-GTX1660TI-O6G
90YV0CT2-M0NA00",3
4463,Video Card,KFA2 GeForce RTX 3060 Ti 8 GB (1-Click OC) Video Card (36ISL6MD1VDK),27,36ISL6MD1VDK,1
4464,Video Card,Inno3D GeForce RTX 3060 Ti 8 GB Twin X2 Video Card (N306T2-08D6-1190VA32D),26,N306T2-08D6-1190VA32D,1
4465,Video Card,MSI GeForce GTX 1080 8 GB Founders Edition Video Card (GEFORCE GTX 1080 Founders Edition),1,GEFORCE GTX 1080 Founders Edition,2
4466,Video Card,VisionTek Radeon HD 5450 512 MB Video Card (900530),20,900530,8
4467,Video Card,Asus GeForce GTX 1070 Ti 8 GB Turbo Video Card (TURBO-GTX1070TI-8G),0,"TURBO-GTX1070TI-8G
90YV0BJ0-M0NA00",
4468,Video Card,PowerColor Radeon RX 6900 XT 16 GB Video Card (AXRX 6900XT 16GBD6-M2DHC),19,AXRX 6900XT 16GBD6-M2DHC,2
4469,Video Card,Gigabyte GeForce GTX 1060 3GB 3 GB MINI ITX OC Video Card (GV-N1060IXOC-3GD),3,GV-N1060IXOC-3GD,10
4470,Video Card,MSI GeForce GTX 1660 Ti 6 GB GAMING Video Card (GTX 1660 Ti GAMING 6G),1,"GTX 1660 Ti GAMING 6G
GEFORCE GTX 1660 Ti GAMING 6G",1
4471,Video Card,Asus Radeon RX 480 8 GB ROG STRIX Video Card (ROG STRIX-RX480-O8G-GAMING),0,"ROG STRIX-RX480-O8G-GAMING
STRIX-RX480-O8G-GAMING",1
4472,Video Card,MSI Radeon RX 460 2 GB Video Card (RADEON RX 460 2G OC),1,RADEON RX 460 2G OC,3
4473,Video Card,Asus GeForce GTX 1050 Ti 4 GB Expedition OC Video Card (EX-GTX1050TI-O4G),0,"EX-GTX1050TI-O4G
90YV0A54-M0NA00",8
4474,Video Card,Gigabyte GeForce GTX 1070 8 GB G1 ROCK Video Card (GV-N1070G1 ROCK-8GD),3,GV-N1070G1 ROCK-8GD,1
4475,Video Card,Zotac GeForce RTX 2060 SUPER 8 GB GAMING AMP Extreme Video Card (ZT-T20610B-10P),11,ZT-T20610B-10P,1
4476,Video Card,Palit GeForce RTX 3080 10 GB GameRock Video Card (NED3080U19IA-1020G),21,NED3080U19IA-1020G,1
4477,Video Card,EVGA GeForce GTX 980 4 GB K|NGP|N ACX 2.0+ Video Card (04G-P4-5988-KR),9,04G-P4-5988-KR,2
4478,Video Card,Gigabyte Radeon RX 570 8 GB GAMING Video Card (GV-RX570GAMING-8GD Rev 2.0),3,"GV-RX570GAMING-8GD Rev 2.0
GV-RX570GAMING-8GDV2",10
4479,Video Card,Gigabyte GeForce GTX 1660 Ti 6 GB AORUS Video Card (GV-N166TAORUS-6GD),3,GV-N166TAORUS-6GD,11
4480,Video Card,XFX Radeon RX 5600 XT 6 GB RAW II Video Card (RX-56XT6OFFR),14,RX-56XT6OFFR,1
4481,Video Card,EVGA GeForce GTX 670 2 GB Video Card (02G-P4-2678-KR),9,02G-P4-2678-KR,1
4482,Video Card,Sapphire Radeon RX 580 4 GB PULSE Video Card (11265-09-20G),15,"11265-09-20G
100411P4GOCL",1
4483,Video Card,MSI Radeon RX 580 8 GB Video Card (RX 580 8G),1,RX 580 8G,8
4484,Video Card,Gigabyte GeForce RTX 2060 6 GB GAMING OC PRO WHITE Video Card (GV-N2060GAMINGOC PRO WHITE-6GD),3,"GV-N2060GAMINGOC PRO WHITE-6GD
9VN2060GP-00-10",7
4485,Video Card,Gainward GeForce GTX 1650 G5 4 GB Ghost OC Video Card (471056224-0863),24,471056224-0863,1
4486,Video Card,Zotac GeForce RTX 2070 SUPER 8 GB AMP Extreme Video Card (ZT-T20710B-10P),11,ZT-T20710B-10P,1
4487,Video Card,Zotac GeForce RTX 3080 10 GB GAMING Trinity Video Card (ZT-A30800D-10P),11,ZT-A30800D-10P,1
4488,Video Card,Zotac GeForce RTX 3080 10 GB GAMING Trinity OC Video Card (ZT-A30800K-10P),11,ZT-A30800K-10P,13
4489,Video Card,Sapphire Radeon RX 6900 XT 16 GB Video Card (21308-01-20G),15,21308-01-20G,2
4490,Video Card,Zotac GeForce GTX 1080 8 GB AMP Extreme Video Card (ZT-P10800I-10P),11,ZT-P10800I-10P,1
4491,Video Card,MSI Radeon RX 580 8 GB Video Card (RX 580 8G V1),1,RX 580 8G V1,8
4492,Video Card,Gigabyte Radeon RX 5500 XT 4 GB OC Video Card (GV-R55XTOC-4GD),3,GV-R55XTOC-4GD,11
4493,Video Card,Asus GeForce RTX 2080 Ti 11 GB DUAL OC Video Card (DUAL-RTX2080TI-O11G),0,"DUAL-RTX2080TI-O11G
90YV0C41-M0NM00",1
4494,Video Card,Asus Radeon R7 240 2 GB Video Card (R7240-2GD3-L),0,R7240-2GD3-L,8
4495,Video Card,NVIDIA Titan Xp 12 GB Video Card (900-1G611-2530-000),16,900-1G611-2530-000,1
4496,Video Card,MSI GeForce GTX 960 4 GB Video Card (GTX 960 4GD5T OC),1,"GTX 960 4GD5T OC
V320-044R",3
4497,Video Card,Asus Radeon RX 560 - 1024 4 GB Video Card (RX560-4G),0,RX560-4G,8
4498,Video Card,XFX Radeon RX 580 8 GB Black Edition Video Card (RX-580P8DBRR),14,RX-580P8DBRR,3
4499,Video Card,Gigabyte GeForce RTX 2080 8 GB GAMING OC WHITE Video Card (GV-N2080GAMINGOC WHITE-8GC),3,GV-N2080GAMINGOC WHITE-8GC,7
4500,Video Card,MSI GeForce GTX 1080 8 GB GAMING Video Card (GTX 1080 GAMING 8G),1,GTX 1080 GAMING 8G,8
4501,Video Card,Gigabyte GeForce RTX 2060 SUPER 8 GB GAMING OC WHITE Video Card (GV-N206SGAMINGOC WHITE-8GC),3,GV-N206SGAMINGOC WHITE-8GC,7
4502,Video Card,MSI GeForce RTX 2070 8 GB VENTUS Video Card (RTX 2070 Ventus 8G),1,"RTX 2070 Ventus 8G
GEFORCE RTX 2070 VENTUS 8G",4
4503,Video Card,Asus Radeon RX 5500 XT 8 GB STRIX GAMING OC Video Card (ROG-STRIX-RX5500XT-O8G-GAMING),0,ROG-STRIX-RX5500XT-O8G-GAMING,1
4504,Video Card,Sapphire Radeon RX 5600 XT 6 GB PULSE BE Video Card (11296-05-20G),15,11296-05-20G,8
4505,Video Card,AMD Radeon Pro W5700 8 GB Video Card (100-506085),22,100-506085,32
4506,Video Card,Corsair GeForce GTX 1080 Ti 11 GB Video Card (CB-9060011-WW),29,CB-9060011-WW,11
4507,Video Card,MSI GeForce GTX 770 2 GB TWIN FROZR Video Card (N770 TF 2GD5/OC),1,N770 TF 2GD5/OC,8
4508,Video Card,EVGA GeForce GTX 980 Ti 6 GB HYBRID Video Card (06G-P4-1996-KR),9,06G-P4-1996-KR,0
4509,Video Card,GALAX GeForce GTX 1060 6GB 6 GB OC Video Card (60NRH7DSL9OC),25,60NRH7DSL9OC,2
4510,Video Card,EVGA GeForce GTX 1080 Ti 11 GB FTW3 ELITE GAMING Video Card (11G-P4-6796-K2),9,11G-P4-6796-K2,1
4511,Video Card,Colorful GeForce RTX 3080 Ti 12 GB iGame Vulcan OC-V Video Card (iGame GeForce RTX 3080 Ti Vulcan OC-V),10,iGame GeForce RTX 3080 Ti Vulcan OC-V,1
4512,Video Card,EVGA GeForce RTX 2080 Ti 11 GB XC HYBRID GAMING Video Card (11G-P4-2384-KR),9,11G-P4-2384-KR,54
4513,Video Card,VisionTek Radeon HD 7750 2 GB Video Card (900614),20,900614,8
4514,Video Card,Gigabyte Radeon HD 5450 512 MB Video Card (GV-R545OC-512I),3,GV-R545OC-512I,17
4515,Video Card,Asus GeForce RTX 2060 6 GB DUAL EVO Advanced Video Card (DUAL-RTX2060-A6G-EVO),0,"DUAL-RTX2060-A6G-EVO
90YV0CH3-M0NA00",1
4516,Video Card,EVGA GeForce GTX 660 2 GB Video Card (02G-P4-2660-KR),9,02G-P4-2660-KR,2
4517,Video Card,MSI Radeon R9 280X 3 GB TWIN FROZR Video Card (R9 280X GAMING 3G),1,R9 280X GAMING 3G,8
4518,Video Card,PowerColor Radeon R9 390X2 16 GB Devil 13 Video Card (AXR9 390 II 16GBD5),19,AXR9 390 II 16GBD5,8
4519,Video Card,EVGA GeForce GTX 1050 Ti 4 GB FTW GAMING ACX 3.0 Video Card (04G-P4-6258-KR),9,04G-P4-6258-KR,1
4520,Video Card,Asus GeForce GTX 1060 6GB 6 GB STRIX GAMING Advanced Video Card (ROG-STRIX-GTX1060-A6G-GAMING),0,ROG-STRIX-GTX1060-A6G-GAMING,1
4521,Video Card,Asus GeForce RTX 2060 6 GB STRIX GAMING Video Card (ROG-STRIX-RTX2060-6G-GAMING),0,"ROG-STRIX-RTX2060-6G-GAMING
ROG-STRIX-RTX2060-6G-GAMI",1
4522,Video Card,PowerColor Radeon RX 590 8 GB Red Dragon Video Card (AXRX 590 8GBD5-DHD),19,AXRX 590 8GBD5-DHD,1
4523,Video Card,PNY Quadro K6000 12 GB Video Card (VCQK6000-PB),17,VCQK6000-PB,2
4524,Video Card,PNY Quadro P600 2 GB Video Card (VCQP600-PB),17,VCQP600-PB,1
4525,Video Card,EVGA GeForce GTX 1660 SUPER 6 GB BLACK GAMING Video Card (06G-P4-1061-KR),9,06G-P4-1061-KR,1
4526,Video Card,EVGA GeForce GTX 1660 6 GB XC BLACK GAMING Video Card (06G-P4-1161-KR),9,06G-P4-1161-KR,1
4527,Video Card,MSI GeForce GTX 750 Ti 2 GB Video Card (N750TI-2GD5/OC),1,N750TI-2GD5/OC,1
4528,Video Card,EVGA GeForce GTX 1080 8 GB FTW3 HYBRID GAMING Video Card (08G-P4-6288-KR),9,08G-P4-6288-KR,2
4529,Video Card,MSI GeForce GTX 1060 6GB 6 GB ARMOR OCV1 Video Card (GeForce GTX 1060 ARMOR 6G OCV1),1,"GeForce GTX 1060 ARMOR 6G OCV1
GTX 1060 ARMOR 6G OCV1",3
4530,Video Card,MSI Radeon RX 480 4 GB ARMOR OC Video Card (RX 480 ARMOR 4G OC),1,RX 480 ARMOR 4G OC,3
