PID,Form Factor,Efficiency Rating,Wattage,Length,Modular,Type,Fanless,ATX Connectors,EPS Connectors,PCIe 12-Pin Connectors,PCIe 8-Pin Connectors,PCIe 6+2-Pin Connectors,PCIe 6-Pin Connectors,SATA Connectors,Molex 4-Pin Connectors,Output,Efficiency
21672,7,0,750,160,0,14,N,0,2,0,0,6,0,10,4,,
21673,7,0,650,150,0,14,N,0,1,0,0,6,0,9,4,,
21674,7,1,600,140,1,14,N,0,1,0,0,2,0,6,3,,
21675,7,0,850,160,0,14,N,0,2,0,0,6,0,12,4,,
21676,7,0,650,160,0,14,N,0,2,0,0,4,0,6,4,,
21677,7,0,850,160,0,14,N,0,3,0,0,4,0,14,4,,
21678,7,1,450,140,2,14,N,0,1,0,0,2,0,6,3,,
21679,7,2,1000,180,0,14,N,0,2,0,0,8,0,16,8,"+3.3V@25A, +5V@25A, +12V@83.3A, -12V@0.8A, +5HXB@3A",
21680,8,2,750,100,0,15,N,0,2,0,0,4,0,8,3,,
21681,7,3,1600,200,0,14,N,0,2,0,0,8,0,5,3,,
21682,7,1,500,140,2,14,N,0,1,0,0,2,0,6,3,,
21683,7,0,750,150,0,14,N,0,2,0,0,3,0,6,4,,
21684,7,0,550,150,0,14,N,0,1,0,0,3,0,6,4,,
21685,7,1,550,150,0,14,N,0,1,0,0,2,0,6,3,,
21686,7,0,850,150,0,14,N,0,2,0,0,6,0,10,8,,
21687,7,1,650,140,1,14,N,0,1,0,0,2,0,6,4,,
21688,8,2,600,100,0,15,N,0,1,0,0,2,0,4,4,,
21689,7,0,650,150,0,14,N,0,1,0,0,3,0,6,4,,
21690,7,1,500,140,1,14,N,0,1,0,0,2,0,6,3,"+3.3V@20A, +5V@20A, +12V@41.6A, -12V@0.3A, +5VSB@2.5A",85% Typical
21691,7,0,750,160,0,14,N,0,2,0,0,6,0,8,5,,
21692,7,0,1000,180,0,14,N,0,3,0,0,6,0,14,8,,
21693,7,0,850,150,0,14,N,0,2,0,0,6,0,9,4,,
21694,7,0,850,160,0,14,N,0,2,0,0,6,0,10,2,,
21695,7,3,1000,170,0,14,N,0,2,0,0,8,0,16,8,,
21696,7,0,650,160,0,14,N,0,2,0,0,6,0,8,5,,
21697,7,2,1200,200,0,14,N,0,2,0,0,8,0,16,8,"+3.3V@30A, +5V@30A, +12V@100A, -12V@0.8A, +5HXB@3.5A",
21698,7,0,600,140,2,14,N,0,1,0,0,2,0,6,3,,
21699,7,0,650,160,0,14,N,0,1,0,0,4,0,9,4,,
21700,7,1,550,140,1,14,N,0,1,0,0,2,0,5,4,,
21701,7,0,750,150,0,14,N,0,2,0,0,4,0,9,8,,
21702,8,0,850,100,0,15,N,0,2,0,0,4,0,8,4,,
21703,7,1,450,125,2,14,N,0,1,0,0,2,0,7,3,,
21704,7,4,500,139,2,16,N,0,1,0,0,2,0,6,3,,
21705,7,2,1200,190,0,14,N,0,2,0,0,8,0,12,5,,
21706,7,0,650,140,0,14,N,0,1,0,0,4,0,8,3,"+3.3V@20A, +5V@20A, +12V@54A,-12V@0.3A,+5Vsb@3A",
21707,7,0,750,140,0,14,N,0,2,0,0,4,0,8,3,,
21708,7,0,750,150,0,14,N,0,1,0,0,4,0,8,6,,
21709,7,1,650,140,1,14,N,0,1,0,0,2,1,7,3,"+3.3V@24A, +5V@20A, +12V@54A, +5Vsb@3A, -12V@0.3A",85% Typical
21710,7,0,650,140,1,14,N,0,1,0,0,4,0,6,4,"+3.3V@25A, +5V@25A, +12V@51A, -12V@0.8A, +5TX-MB@3A",
21711,7,0,750,160,0,14,N,0,2,0,0,4,0,9,2,,
21712,7,1,750,140,1,14,N,0,2,0,0,3,0,9,5,"+3.3V@24A, +5V@20A, +12V@62A, +5Vsb@3A, -12V@0.3A",85% efficiency or higher under typical loads
21713,7,,400,140,2,14,N,0,1,0,0,1,1,4,3,"+3.3V@18A, +5V@17A, +12V@30A, +5VSB@2A, -12V@0.3A",75% Typical
21714,7,3,1500,200,0,14,N,0,2,0,0,10,0,16,8,,
21715,7,0,750,140,0,14,N,0,2,0,0,4,0,8,3,"+3.3V@20A, +5V@20A, +12V@62A, -12V@0.3A, +5Vsb@3A",
21716,7,0,550,150,0,14,N,0,1,0,0,3,0,6,4,,
21717,7,0,550,140,1,14,N,0,1,0,0,2,0,5,4,"+3.3V@25A, +5V@25A, +12V@43A, -12V@0.8A, +5TX-MB@3A",
21718,7,0,850,160,0,14,N,0,2,0,0,6,0,8,5,,
21719,7,1,550,125,2,14,N,0,1,0,0,2,0,7,3,,
21720,7,1,700,140,2,14,N,0,1,0,0,4,0,9,3,,
21721,7,1,750,150,0,14,N,0,2,0,0,4,0,6,3,,
21722,7,0,850,160,0,14,N,0,2,0,0,6,0,8,6,,
21723,8,0,650,100,0,15,N,0,1,0,0,4,0,6,4,,
21724,7,,480,150,2,17,N,1,0,0,0,0,0,4,2,"+3.3V@28A, +5V@36A, +12V@16A, -5V@0.5A, -12V@0.8A, +5VSB@2.0A",
21725,7,0,850,150,0,14,N,0,2,0,0,6,0,8,6,,
21726,7,0,700,140,2,14,N,0,1,0,0,4,0,6,3,,
21727,7,0,650,150,0,14,N,0,1,0,0,3,0,6,4,,
21728,8,0,600,100,0,15,N,0,1,0,0,4,0,4,1,,
21729,7,0,750,140,0,14,N,0,1,0,0,4,0,8,6,,
21730,7,2,850,140,0,14,N,0,2,0,0,6,0,10,5,"+3.3V@20A, +5V@20A, +12V@70A, -12V@0.3A, +5VSB@3.0A",
21731,7,0,500,140,2,14,N,0,1,0,0,2,0,6,3,,
21732,7,2,1200,200,0,14,N,0,2,0,0,6,2,12,5,"+3.3V@20A, +5V@20A, +12V@99.5A, +5VSB@2.5A, -12V@0.5A",92% Typical
21733,7,0,750,160,0,14,N,0,2,0,0,4,0,10,4,,
21734,7,1,750,140,0,14,N,0,2,0,0,4,0,8,4,,
21735,7,1,450,140,1,14,N,0,1,0,0,2,0,4,3,,
21736,7,0,750,165,1,14,N,0,2,0,0,6,0,9,3,,
21737,7,0,550,140,0,14,N,0,2,0,0,2,0,10,3,,
21738,8,0,750,100,0,15,N,0,2,0,0,4,0,8,4,,
21739,7,1,500,140,2,14,N,0,1,0,0,2,0,6,3,,
21740,7,1,450,140,2,14,N,0,1,0,0,2,0,6,3,,
21741,7,0,850,140,0,14,N,0,2,0,0,6,0,10,5,"+3.3V@20A, +5V@20A, +12V@70A, -12V@0.3A, +5Vsb@3A",
21742,7,1,650,125,2,14,N,0,1,0,0,2,0,10,8,,
21743,7,1,600,140,2,14,N,0,1,0,0,2,0,6,3,,
21744,7,3,1600,220,0,16,N,0,2,0,0,9,5,16,6,"+3.3V@24A, +5V@24A, +12V@133.3A, +5VSB@3A, -12V@0.5A",
21745,7,4,600,140,2,14,N,0,1,0,0,2,0,6,3,,
21746,7,0,550,160,0,14,N,0,1,0,0,2,0,6,4,,
21747,7,1,750,160,1,14,N,0,1,0,0,4,0,8,6,"+3.3V@25A, +5V@25A, +12V@62A, -12V@0.8A, +5VSB@3A",< 85%
21748,7,2,850,180,0,14,N,0,2,0,0,6,0,16,6,"+3.3V@25A, +5V@25A, +12V@70.8A, -12V@0.8A, +5HXB@3A",
21749,8,0,850,100,0,15,N,0,2,0,0,4,0,6,4,,
21750,7,1,750,140,0,14,N,0,2,0,0,4,0,8,4,,
21751,8,0,550,100,0,15,N,0,1,0,0,4,0,4,4,,
21752,7,0,1000,160,0,14,N,0,2,0,0,6,0,8,6,,
21753,7,0,850,150,0,14,N,0,2,0,0,4,0,9,4,,
21754,7,2,850,160,0,14,N,0,2,0,0,4,0,12,5,,
21755,7,1,550,140,2,14,N,0,1,0,0,2,0,6,4,,
21756,7,3,1000,170,0,14,N,0,2,0,0,8,0,14,5,,
21757,7,0,750,170,0,14,N,0,2,0,0,4,0,11,8,,
21758,8,0,450,100,0,15,N,0,1,0,0,2,0,4,4,,
21759,7,4,500,140,2,16,N,0,1,0,0,2,0,5,6,"+3.3V@20A, +5V@15A, +12V@35A, -12V@0.5A, +5VSB@2.5A",80% Efficiency
21760,7,2,1300,170,0,14,N,0,2,0,0,12,0,12,5,,
21761,7,0,750,140,1,14,N,0,1,0,0,4,0,8,7,"+3.3V@25A, +5V@25A, +12V@62A, -12V@0.8A, +5TX-MB@3A",
21762,8,0,450,100,0,15,N,0,1,0,0,2,0,4,4,,
21763,7,0,1000,140,0,14,N,0,2,0,0,8,0,12,4,,
21764,7,0,750,160,0,14,N,0,2,0,0,4,0,8,3,,
21765,7,0,1000,180,0,14,N,0,2,0,0,8,0,11,12,,
21766,7,0,750,160,0,14,N,0,1,0,0,4,0,9,4,,
21767,7,0,750,140,1,14,N,0,1,0,0,2,0,8,3,,
21768,7,0,750,140,0,14,N,0,2,0,0,4,0,10,3,,
21769,7,1,650,140,2,14,N,0,1,0,0,2,0,6,4,,
21770,7,2,1600,200,0,14,N,0,2,0,0,9,5,14,5,,
21771,7,1,650,139,1,17,N,0,1,0,0,4,0,9,3,"+3.3V@22A, +5V@22A, +12@54.1A, -12V@0.3A, +5VSB@3A",85% @ Typical Load
21772,8,3,800,130,0,15,N,0,1,0,0,4,0,12,3,"+3.3V@16A, +5V@15A, +12V1@66A, +5VSB@2.5A, -12V@0.3A",90 - 94% at 10 - 100% loading
21773,7,0,750,150,0,14,N,0,2,0,0,4,0,9,4,,
21774,7,0,650,140,0,14,N,0,2,0,0,4,0,10,3,,
21775,7,2,750,180,0,14,N,0,2,0,0,4,0,16,4,"+3.3V@25A, +5V@25A, +12V@62.5A, -12V@0.8A, +5HXB@3A",
21776,7,0,850,140,0,14,N,0,2,0,0,4,0,8,3,,
21777,7,0,650,150,0,14,N,0,1,0,0,4,0,8,6,,
21778,7,1,400,140,2,14,N,0,1,0,0,2,0,5,2,,
21779,7,2,2000,200,0,14,N,0,2,0,0,14,0,10,5,,
21780,7,1,650,140,2,14,N,0,1,0,0,4,0,6,3,,
21781,7,4,400,140,2,14,N,0,1,0,0,1,0,6,3,,
21782,8,0,500,125,0,15,N,0,1,0,0,2,0,3,3,,
21783,8,0,750,100,0,15,N,0,2,0,0,3,0,4,8,,
21784,9,3,1600,220,0,18,N,0,2,0,0,9,5,14,5,,
21785,7,1,750,140,1,14,N,0,1,0,0,4,0,9,3,,
21786,7,0,850,180,0,14,N,0,2,0,0,6,0,9,6,,
21787,7,4,600,140,2,16,N,0,1,0,0,2,0,6,3,"+3.3V@22A, +5V@17A, +12V@42A, -12V@0.5A, +5VSB@2.5A",80% Efficiency
21788,7,0,650,160,0,14,N,0,1,0,0,4,0,8,6,,
21789,7,1,650,140,0,14,N,0,2,0,0,4,0,7,4,,
21790,7,0,1000,,0,14,N,0,2,0,0,6,0,10,3,,
21791,7,1,450,140,2,14,N,0,1,0,0,2,0,6,4,,
21792,7,0,600,160,1,14,N,0,1,0,0,4,0,6,3,,
21793,7,0,1000,150,0,14,N,0,2,0,0,8,0,12,4,,
21794,7,1,550,140,1,14,N,0,1,0,0,2,0,6,4,"+3.3V@20A, +5V@20A, +12@45.8A, -12V@0.3A, +5VSB@3A",85% @ Typical Load
21795,7,2,750,140,0,14,N,0,2,0,0,4,0,8,3,"+3.3V@20A, +5V@20A, +12V@62A, -12V@0.3A, +5VSB@3.0A",
21796,7,1,650,140,2,14,N,0,1,0,0,4,0,6,3,,
21797,8,0,650,125,0,15,N,0,1,0,0,4,0,6,3,,
21798,7,1,650,150,0,14,N,0,1,0,0,3,0,6,3,,
21799,7,0,650,140,1,14,N,0,1,0,0,4,0,6,3,,
21800,7,3,1000,175,0,14,N,0,2,0,0,8,0,13,5,,
21801,8,2,1000,130,0,15,N,0,2,0,0,6,0,8,3,,
21802,7,0,850,180,0,14,N,0,2,0,0,6,0,10,8,"+3.3V@25A, +5V@25A, +12V@70.8A, -12V@0.8A, +5Vsb@3A",
21803,7,0,600,160,2,14,N,0,1,0,0,4,0,6,5,,
21804,7,3,1000,170,0,14,N,0,2,0,0,6,0,14,5,,
21805,7,0,850,140,0,14,N,0,2,0,0,6,0,10,5,,
21806,7,1,550,140,2,14,N,0,1,0,0,2,0,5,4,,
21807,7,0,650,160,0,14,N,0,1,0,0,4,0,9,7,,
21808,8,0,650,100,0,15,N,0,2,0,0,4,0,8,4,,
21809,7,0,750,170,0,14,N,0,2,0,0,4,0,9,6,,
21810,7,0,850,150,0,14,N,0,2,0,0,6,0,9,4,,
21811,7,2,1200,200,0,14,N,0,2,0,0,6,0,12,12,,
21812,7,4,700,140,2,16,N,0,1,0,0,2,0,6,5,"+3.3V@24A, +5V@17A, +12V@54A, -12V@0.5A, +5VSB@2.5A",80% Efficiency
21813,7,1,850,140,1,14,N,0,2,0,0,3,0,10,5,"+3.3V@24A, +5V@20A, +12V@70A, +5Vsb@3A, -12V@0.3A",85% efficiency or higher under typical loads
21814,7,1,650,140,2,14,N,0,2,0,0,2,0,6,3,,
21815,7,0,650,160,0,14,N,0,2,0,0,4,0,7,4,,
21816,7,0,500,140,1,14,N,0,1,0,0,2,0,6,3,,
21817,7,0,650,165,1,14,N,0,2,0,0,4,0,9,3,,
21818,7,0,750,180,0,14,N,0,1,0,0,4,0,8,7,,
21819,7,0,750,160,0,14,N,0,2,0,0,4,0,12,4,,
21820,7,1,400,140,2,14,N,0,1,0,0,1,0,3,2,,
21821,7,0,500,150,2,14,N,0,1,0,0,2,0,6,3,,
21822,7,0,1000,150,0,14,N,0,2,0,0,4,0,12,4,,
21823,7,2,750,165,0,14,N,0,2,0,0,4,2,10,4,"+3.3V@20A, +5V@20A, +12V@62.4A, +5VSB@2.5A, -12V@0.5A",92% (115VAC) / 94% (220VAC~240VAC) or Higher Typical
21824,7,,300,146,2,16,N,0,1,0,0,0,0,4,2,"+3.3V@14A, +5V@15A, +12V1@21A, -12V@0.5A ,5VSB@2.5A",up to 78%
21825,7,0,750,160,0,14,N,0,2,0,0,4,0,8,4,,
21826,7,2,560,150,0,14,N,0,1,0,0,4,0,6,4,,
21827,7,1,650,150,2,14,N,0,2,0,0,4,0,5,4,,
21828,7,3,750,170,0,14,N,0,2,0,0,4,0,10,5,,
21829,7,0,550,160,0,14,N,0,2,0,0,2,0,8,3,,
21830,7,2,850,140,0,14,N,0,2,0,0,6,0,10,5,,
21831,7,2,850,170,0,14,N,0,2,0,0,4,0,11,4,,
21832,7,0,550,160,0,14,N,0,1,0,0,2,0,6,4,,
21833,7,4,400,140,2,14,N,0,1,0,0,1,0,6,3,,
21834,7,,650,140,2,14,N,0,1,0,0,2,0,6,3,,
21835,7,1,650,140,0,14,N,0,2,0,0,4,0,7,4,,
21836,7,0,650,160,0,14,N,0,2,0,0,4,0,8,3,,
21837,7,3,850,170,0,14,N,0,2,0,0,6,0,10,5,,
21838,7,0,650,170,0,14,N,0,2,0,0,4,0,9,6,,
21839,7,0,750,150,0,14,N,0,2,0,0,6,0,9,4,,
21840,7,1,850,150,0,14,N,0,2,0,0,6,0,9,3,,
21841,7,3,1200,200,0,14,N,0,2,0,0,10,0,16,8,,
21842,7,0,1000,180,0,14,N,0,2,0,0,8,0,12,6,,
21843,7,2,850,165,0,14,N,0,2,0,0,4,2,9,6,"+3.3V@20A, +5V@20A, +12V@70.8A, +5VSB@2.5A, -12V@0.5A",92% (115VAC) / 94% (220VAC~240VAC) or Higher Typical
21844,7,1,550,140,0,14,N,0,1,0,0,2,0,7,4,,
21845,7,0,850,180,0,14,N,0,2,0,0,6,0,10,8,,
21846,7,0,850,160,0,14,N,0,2,0,0,6,0,9,4,,
21847,7,,500,140,2,14,N,0,1,0,0,2,0,6,3,,
21848,7,2,650,165,0,14,N,0,2,0,0,2,2,9,6,"+3.3V@20A, +5V@20A, +12V@54.1A, +5VSB@2.5A, -12V@0.5A",92% (115VAC) / 94% (220VAC~240VAC) or Higher Typical
21849,7,1,500,140,2,14,N,0,1,0,0,1,0,6,3,,
21850,7,2,1000,180,0,16,N,0,2,0,0,4,0,12,12,"+3.3V@25A, +5V@25A, +12V@83.3A, -12V@0.8A, +5VSB@3A",92%
21851,7,0,550,140,0,14,N,0,1,0,0,2,0,6,3,"+3.3V@20A, +5V@20A, +12V@45A, -12V@0.3A, +5Vsb@3A",
21852,7,0,1000,140,0,14,N,0,2,0,0,6,0,10,5,,
21853,7,0,750,150,0,14,N,0,2,0,0,4,0,6,3,,
21854,7,0,850,170,0,14,N,0,2,0,0,4,0,11,8,,
21855,7,0,650,140,1,14,N,0,1,0,0,2,0,6,3,,
21856,8,2,450,100,0,15,N,0,1,0,0,2,0,4,4,,
21857,7,1,500,140,2,14,N,0,1,0,0,2,0,4,3,,
21858,7,0,800,160,2,14,N,0,1,0,0,2,0,7,4,,
21859,7,3,1000,180,0,14,N,0,2,0,0,6,2,12,6,"+3.3V@20A, +5V@20A, +12V@83.3A, +5VSB@2.5A, -12V@0.5A",94% (115VAC) / 96% (220VAC~240VAC) or Higher Typical
21860,7,0,750,140,0,14,N,0,2,0,0,4,0,8,3,,
21861,7,1,750,140,2,14,N,0,2,0,0,4,0,8,4,,
21862,7,0,850,165,0,14,N,0,1,0,0,2,0,8,3,,
21863,7,0,850,160,0,14,N,0,2,0,0,6,0,12,4,,
21864,7,1,650,140,2,14,N,0,2,0,0,4,0,8,4,,
21865,7,0,750,160,0,14,N,0,2,0,0,4,0,8,4,,
21866,7,2,1200,170,0,14,N,0,4,0,0,8,0,16,3,,
21867,7,3,600,170,0,14,Y,0,2,0,0,4,0,6,5,"+3.3V@20A, +5V@20A, +12V@50A, -12V@0.3A, +5VSB@2.5A",94% efficiency at 50% system load
21868,7,1,750,140,1,14,N,0,2,0,0,4,0,6,3,,
21869,7,0,1300,200,0,16,N,0,2,0,0,6,0,12,5,"+3.3V@24A, +5V@24A, +12V@108.3A, +5VSB@3A, -12V@0.5A",90% Typ.
21870,8,0,650,125,0,15,N,0,1,0,0,4,0,8,2,,
21871,7,0,700,160,1,14,N,0,1,0,0,4,0,6,3,,
21872,7,0,750,180,0,16,N,0,2,0,0,4,0,9,4,+5V@24A +3.3V@24A +12V@62.4A<br/>-12V@0.5A +5Vsb@2.5A,90% Typical
21873,7,2,1000,200,0,16,N,0,2,0,0,6,2,10,5,"+5V@20A, +3.3V@20A, +12V@83.3A, -12V@0.5A, +5Vsb@2.5A",92%
21874,7,0,750,140,0,14,N,0,2,0,0,6,0,9,4,,
21875,7,1,500,140,2,14,N,0,2,0,0,2,0,4,2,,
21876,7,1,750,140,1,14,N,0,1,0,0,4,0,8,6,,
21877,7,1,600,140,2,14,N,0,1,0,0,4,0,6,2,,
21878,7,0,500,160,1,14,N,0,1,0,0,2,0,6,3,,
21879,7,0,650,160,0,14,N,0,2,0,0,4,0,8,4,,
21880,7,4,600,140,2,14,N,0,1,0,0,2,0,6,3,,
21881,7,0,850,160,0,14,N,0,2,0,0,6,0,12,4,"+3.3V@22A, +5V@22A, +12V@70.9A, -12V@0.3A, +5VSB@3A",90%
21882,7,1,450,140,2,14,N,0,1,0,0,1,0,4,4,,
21883,7,0,550,160,0,14,N,0,1,0,0,2,0,8,3,,
21884,7,,550,140,2,14,N,0,1,0,0,2,0,6,3,,
21885,7,0,850,160,0,14,N,0,2,0,0,6,0,8,6,,
21886,7,1,550,140,2,14,N,0,1,0,0,2,0,6,3,,
21887,7,0,850,160,0,14,N,0,2,0,0,6,0,6,5,,
21888,7,0,400,160,1,14,N,0,1,0,0,2,0,5,2,,
21889,7,,750,140,2,14,N,0,1,0,0,2,0,9,3,,
21890,7,1,300,150,2,14,N,0,1,0,0,1,0,4,2,,
21891,7,0,750,140,0,14,N,0,2,0,0,6,0,12,4,,
21892,7,2,1200,180,0,14,N,0,2,0,0,8,0,12,8,,
21893,7,0,750,140,1,14,N,0,1,0,0,4,0,8,3,,
21894,7,1,500,140,2,14,N,0,1,0,0,2,0,6,2,,
21895,7,0,650,160,0,14,N,0,2,0,0,4,0,6,4,,
21896,7,0,650,165,0,14,N,0,2,0,0,2,2,9,6,"+3.3V@24A, +5V@22A, +12V@54.1A, +5VSB@3.0A, -12V@0.5A",90% (115VAC) / 92% (220VAC~240VAC) or Higher Typical
21897,7,0,750,180,0,16,N,0,1,0,0,4,0,8,7,,< 92%
21898,7,0,650,140,0,14,N,0,2,0,0,4,0,12,4,,
21899,7,4,650,140,2,14,N,0,2,0,0,4,0,6,3,,
21900,7,0,550,140,1,14,N,0,1,0,0,2,0,6,3,,
21901,7,2,650,140,0,14,N,0,1,0,0,4,0,8,3,"+3.3V@20A, +5V@20A, +12V@54A, -12V@0.3A, +5VSB@3.0A",
21902,8,0,500,130,0,15,N,0,1,0,0,2,0,3,2,,
21903,7,0,850,140,0,14,N,0,2,0,0,6,0,9,4,,
21904,7,4,650,125,2,14,N,0,1,0,0,2,0,6,4,,
21905,7,1,750,150,2,14,N,0,2,0,0,4,0,8,4,,
21906,7,1,550,140,0,14,N,0,1,0,0,2,0,7,4,,
21907,7,0,850,160,0,14,N,0,2,0,0,6,0,12,4,,
21908,7,0,650,160,0,14,N,0,1,0,0,4,0,8,7,,
21909,7,2,550,140,0,14,N,0,1,0,0,2,0,6,3,"+3.3V@20A, +5V@20A, +12V@45A, -12V@0.3A, +5VSB@3.0A",
21910,7,3,850,170,0,14,N,0,2,0,0,6,0,14,5,,
21911,7,1,600,139,2,17,N,0,1,0,0,2,0,6,4,"+3.3V@25A, +5V@25A, +12V@46A, -12V@0.8A, +5VSB@3.0A",> 80%
21912,7,3,850,180,0,14,N,0,2,0,0,4,2,10,4,"+3.3V@20A, +5V@20A, +12V@70.8A, +5VSB@2.5A, -12V@0.5A",94% (115VAC) / 96% (220VAC~240VAC) or Higher Typical
21913,7,0,750,160,1,14,N,0,1,0,0,4,0,9,6,,
21914,7,2,750,140,0,14,N,0,2,0,0,4,0,10,3,,
21915,7,2,860,150,0,14,N,0,2,0,0,6,0,10,4,,
21916,7,0,600,160,0,14,N,0,1,0,0,4,0,8,4,,
21917,7,1,550,140,2,14,N,0,1,0,0,2,0,6,3,,
21918,7,0,600,140,2,14,N,0,1,0,0,4,0,6,2,,
21919,7,4,450,140,2,14,N,0,1,0,0,2,0,6,3,,
21920,7,2,660,150,0,14,N,0,1,0,0,4,0,10,4,,
21921,7,2,750,160,0,14,N,0,2,0,0,4,0,11,4,,
21922,7,0,650,150,0,14,N,0,1,0,0,3,0,6,3,,
21923,7,0,600,140,2,14,N,0,1,0,0,2,0,6,3,,
21924,7,3,850,170,0,14,N,0,2,0,0,6,0,16,6,,
21925,7,3,700,170,0,14,Y,0,2,0,0,4,0,10,5,,
21926,7,0,850,180,1,14,N,0,2,0,0,8,0,9,3,,
21927,7,0,850,160,1,14,N,0,1,0,0,4,0,8,8,"+3.3V@25A, +5V@25A, +12V@70.8A, -12V@0.8A, +5TX-MB@3A",
21928,7,0,850,170,0,16,N,0,2,0,0,6,0,9,4,"+3.3V@25A, +5V@25A, +12V@70A, -12V@0.5A, +5Vsb@3A",> 90%
21929,7,0,850,140,0,14,N,0,2,0,0,6,0,12,4,,
21930,7,,500,139,2,17,N,0,1,0,0,1,1,6,4,"+3.3V@22A, +5V@18A, +12V1@18A, +12V2@17A, -12V@0.3A, +5VSB@2.5A",> 72%
21931,7,4,550,125,2,14,N,0,1,0,0,2,0,6,4,,
21932,7,0,650,,0,16,N,0,1,0,0,4,0,8,7,,< 92%
21933,7,0,500,160,0,14,N,0,1,0,0,0,2,5,4,,
21934,7,0,1000,200,0,16,N,0,2,0,0,6,0,10,5,"+3.3@20A, +5V@20A, +12V@83.3A, +5BSB@2.5A, -12V@0.5A",
21935,7,0,550,140,0,14,N,0,2,0,0,2,0,6,3,,
21936,7,2,1000,170,0,14,N,0,4,0,0,8,0,16,3,,
21937,7,0,850,150,0,14,N,0,2,0,0,6,0,8,6,,
21938,7,0,750,170,0,14,N,0,2,0,0,2,0,8,3,,
21939,7,,480,150,2,17,N,1,0,0,0,0,0,2,3,"+3.3V@28A, +5V@36A, +12V@16A, -12V@0.8A, -5V@0.5A, +5VSB@2A",
21940,7,1,600,140,1,17,N,0,1,0,0,2,0,6,4,"+3.3V@25A, +5V@25A, +12V@46A, -12V@0.8A, +5VSB@3A",< 85%
21941,7,1,600,139,2,16,N,0,1,0,0,2,0,6,3,"+5V@20A, +3.3V@24A, +12V@49A, -12V@0.3A, +5VSB@3A",< 85%
21942,8,1,300,100,2,15,N,0,1,0,0,1,0,3,2,,
21943,7,2,850,180,0,16,N,0,2,0,0,6,0,12,12,"+3.3V@25A, +5V@25A, +12V@70.8A, -12V@0.8A, +5VSB@3A",92%
21944,7,0,850,140,1,14,N,0,1,0,0,6,0,8,3,,
21945,7,0,600,150,2,14,N,0,1,0,0,4,0,6,3,,
21946,7,1,750,160,2,14,N,0,1,0,0,4,0,8,8,,
21947,7,,350,140,2,16,N,0,1,0,0,1,0,4,3,,
21948,7,0,500,140,2,14,N,0,1,0,0,2,0,6,2,,
21949,7,0,750,160,0,14,N,0,2,0,0,4,0,12,4,,
21950,7,4,430,140,2,14,N,0,1,0,0,2,0,4,4,,
21951,7,4,500,140,2,14,N,0,1,0,0,2,0,6,3,"+3.3V@20A, +5V@15A, +12V@35A, -12V@0.5A, +5VSB@2.5A",80% under typical load
21952,7,1,750,170,0,14,N,0,1,0,0,4,0,9,6,"+3.3V@22A, +5V@22A, +12V@62.5A, -12V@0.3A, +5VSB@2.5A",85% Efficiency
21953,7,0,500,140,0,14,N,0,1,0,0,2,0,6,3,,
21954,7,3,850,175,0,14,N,0,2,0,0,6,0,12,5,,
21955,7,2,760,150,0,14,N,0,2,0,0,6,0,10,4,,
21956,7,0,1800,180,0,14,N,1,2,0,0,6,0,14,10,,
21957,7,0,850,160,0,14,N,0,2,0,0,4,0,12,4,,
21958,7,1,700,140,2,14,N,0,1,0,0,4,0,6,2,,
21959,7,1,750,140,2,14,N,0,1,0,0,4,0,6,3,,
21960,7,0,850,177,0,14,N,0,2,0,0,4,2,10,4,+5V@24A +3.3V@24A +12V@70.8A -12V@0.5A +5Vsb@2.5A,90% Typical
21961,7,1,650,170,0,14,N,0,1,0,0,4,0,6,4,"+3.3V@22A, +5V@22A, +12V@54.2A, -12V@0.3A, +5VSB@2.5A",85%
21962,7,2,1000,170,0,14,N,0,2,0,0,6,0,11,4,,
21963,7,2,1000,170,0,14,N,0,2,0,0,8,0,12,5,"+3.3V@25A, +5V@25A, +12V@83A, -12V@0.3A, +5VSB@3A","> 90 %, > 92 % and > 89 % efficiency at 20 %, 50 % and 100 %"
21964,7,0,850,150,0,14,N,0,2,0,0,6,0,8,3,,
21965,7,0,750,180,0,14,N,0,1,0,0,4,0,8,7,"+3.3V@25A, +5V@25A, +12V@62.5A, -12V@0.8A, +5Vsb@3A",
21966,7,0,650,140,2,14,N,0,1,0,0,4,0,6,3,,
21967,7,0,750,140,0,14,N,0,2,0,0,4,0,8,3,,
21968,7,4,500,140,2,14,N,0,1,0,0,2,0,7,2,,
21969,7,1,650,140,2,14,N,0,1,0,0,4,0,8,1,,
21970,7,1,500,139,2,16,N,0,1,0,0,2,0,6,3,,< 85%
21971,8,2,700,130,0,15,N,0,1,0,0,4,0,9,3,"+3.3V@22A, +5V@22A, +12V@58.4A, +5VSB@3.0A, -12V@0.3A",89% ~ 92% at 20% ~ 100% loading
21972,7,0,1600,220,0,16,N,0,2,0,0,9,5,16,6,"+3.3V@24A, +5V@24A, +12V@133.3A, +5VSB@3A, -12V@0.5A",90%
21973,7,1,700,140,2,14,N,0,1,0,0,4,0,5,4,,
21974,7,3,1250,200,0,14,N,0,2,0,4,4,0,16,8,"+3.3V@20A, +5V@20A, +12V@104A, -12V@0.3A, +5VSB@3.0A",Up to 94%
21975,7,0,850,160,0,14,N,0,2,0,0,2,0,10,6,,
21976,8,0,500,125,0,15,N,0,1,0,0,2,0,4,2,,
