PID,Capacity,Price / GB,Type,Cache,Form Factor,Interface,NVME,SSD NAND Flash Type,Hybrid SSD Cache,SSD Controller,Power Loss Protection
18393,1000,0.057,7200RPM,,"3.5""",SATA 6 Gb/s,N,,,,
18394,1000,,7200RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
18395,256,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Marvell 9174,
18396,1000,,7200RPM,64,"3.5""",SAS 6 Gb/s,N,,,,
18397,256,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18398,2000,0.1,SSD,,M.2-2280,M.2 (M),Y,,,,
18399,2000,0.145,SSD,,M.2-2280,M.2 (M),Y,,,,
18400,1600,0.661,SSD,,PCI-E,PCIe x8,Y,,,,
18401,32,1.236,SSD,,M.2-2280,M.2 (B+M),N,MLC (synchronous),,Silicon Motion,
18402,500,0.18,SSD,,M.2-2280,M.2 (M),Y,,,,
18403,128,0.264,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18404,1000,,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18405,10000,0.05,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18406,500,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18407,300,0.143,10000RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
18408,250,,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,Samsung MDX,
18409,512,0.146,SSD,,M.2-2280,M.2 (M),Y,,,,
18410,2000,0.16,SSD,,M.2-2280,M.2 (M),Y,TLC (toggle),,,
18411,8000,0.024,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18412,16000,0.053,7200RPM,256,"3.5""",SAS 12 Gb/s,N,,,,
18413,1000,0.101,Hybrid,64,"2.5""",SATA 6 Gb/s,N,,8000 MB,,
18414,1600,1.156,SSD,,PCI-E,PCIe x4,N,,,,
18415,120,,SSD,,M.2-2280,M.2 (M),Y,,,,
18416,4000,,Hybrid,64,"3.5""",SATA 6 Gb/s,N,,8000 MB,,
18417,128,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Samsung MCX,
18418,3000,,7200RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
18419,480,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Indilinx Barefoot 3,
18420,6000,,5400RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18421,120,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18422,2000,,SSD,,M.2-2280,M.2 (M),Y,,,,
18423,2000,0.14,SSD,512,M.2-2280,M.2 (M),Y,,,,
18424,256,0.184,SSD,512,M.2-2280,M.2 (M),Y,,,,
18425,2000,0.1,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18426,2000,0.13,SSD,,M.2-2280,M.2 (B+M),N,,,,
18427,480,0.102,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18428,2000,0.08,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18429,7680,0.268,SSD,,"2.5""",U.2 (SFF-8639),Y,,,,
18430,500,0.289,7200RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
18431,2000,0.45,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18432,12000,0.036,7200RPM,,"3.5""",SATA 6 Gb/s,N,,,,
18433,2000,0.063,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18434,120,0.437,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18435,1000,,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18436,1000,,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18437,500,0.19,10000RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18438,500,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18439,2000,,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18440,2000,0.155,SSD,,M.2-2280,M.2 (M),Y,,,,
18441,2000,0.273,SSD,,M.2-2280,M.2 (M),Y,,,,
18442,64,0.59,SSD,,M.2-2280,M.2 (B+M),N,MLC (synchronous),,Silicon Motion,
18443,60,0.805,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18444,3840,0.234,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18445,160,,7200RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
18446,2000,,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18447,320,,7200RPM,16,"3.5""",SATA 6 Gb/s,N,,,,
18448,750,0.053,5400RPM,8,"2.5""",SATA 6 Gb/s,N,,,,
18449,256,0.246,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18450,120,1.15,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
18451,3000,,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18452,240,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18453,250,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18454,512,,SSD,,M.2-2280,M.2 (B+M),Y,,,,
18455,512,0.279,SSD,,M.2-2280,M.2 (B+M),N,,,,
18456,320,0.281,7200RPM,16,"3.5""",SATA 6 Gb/s,N,,,,
18457,1000,0.16,SSD,,M.2-2280,M.2 (M),Y,,,,
18458,240,0.214,SSD,,M.2-2280,M.2 (B+M),N,,,,
18459,1500,0.04,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18460,512,0.123,SSD,,M.2-2280,M.2 (B+M),N,,,,
18461,3000,,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18462,2000,0.045,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18463,500,,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,Samsung MDX,
18464,2000,,5900RPM,8,"2.5""",SATA 6 Gb/s,N,,,,
18465,240,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18466,960,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18467,500,,SSD,,M.2-2280,M.2 (B+M),N,,,,
18468,2000,0.027,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18469,256,0.137,SSD,,M.2-2280,M.2 (B+M),N,,,,
18470,6000,0.034,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18471,14000,0.029,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18472,250,0.124,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18473,3000,0.03,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18474,960,0.094,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18475,14000,0.031,7200RPM,512,"3.5""",SATA 6 Gb/s,N,,,,
18476,512,,SSD,,M.2-2280,M.2 (M),Y,,,,
18477,256,0.188,SSD,256,"2.5""",SATA 6 Gb/s,N,,,,
18478,240,0.172,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,,
18479,180,0.472,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
18480,500,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18481,512,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Samsung MDX,
18482,1500,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18483,250,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18484,1000,,SSD,,M.2-2280,M.2 (M),Y,,,,
18485,128,0.547,SSD,,M.2-2280,M.2 (B+M),N,,,,
18486,1000,0.105,SSD,,M.2-2280,M.2 (M),Y,,,,
18487,1000,0.365,SSD,,M.2-2280,M.2 (M),Y,,,,
18488,3840,0.19,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18489,256,0.179,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18490,240,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18491,250,0.1,7200RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
18492,256,0.756,SSD,,M.2-2280,M.2 (M),Y,,,,
18493,1000,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18494,8000,,7200RPM,,"3.5""",SATA 6 Gb/s,N,,,,
18495,30,,SSD,,"2.5""",SATA 6 Gb/s,N,N/A,,Phison PS-3108,
18496,480,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Marvell 9187,
18497,250,,7200RPM,8,"3.5""",SATA 1.5 Gb/s,N,,,,
18498,128,,SSD,,M.2-2280,M.2 (B+M),N,,,,
18499,500,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18500,14000,0.051,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18501,6000,0.027,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18502,512,0.146,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18503,250,0.168,SSD,,M.2-2280,M.2 (M),Y,,,,
18504,320,,5400RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
18505,1000,,SSD,,M.2-2280,M.2 (M),Y,,,,
18506,80,,7200RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
18507,60,2.499,SSD,,"2.5""",SATA 6 Gb/s,N,Varies,,Sandforce SF-2281,
18508,240,0.454,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18509,512,0.112,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18510,480,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18511,1000,0.123,SSD,,M.2-2280,M.2 (B+M),N,,,,
18512,750,0.107,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18513,1000,0.132,5400RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18514,120,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
18515,500,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC,,Silicon Motion SM2246EN,
18516,8000,0.039,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18517,240,0.312,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18518,12000,0.035,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18519,1000,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18520,14000,0.021,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18521,1000,0.09,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18522,64,0.696,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18523,500,0.074,7200RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
18524,250,0.207,SSD,,M.2-2280,M.2 (M),Y,,,,
18525,512,0.195,SSD,,M.2-2280,M.2 (M),Y,,,,
18526,6000,0.034,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18527,512,0.283,SSD,,M.2-2280,M.2 (M),Y,,,,
18528,4000,0.034,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18529,2000,0.066,5400RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18530,1000,0.108,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18531,2000,0.05,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18532,240,0.308,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18533,10000,0.042,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18534,1000,,5200RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18535,2000,0.059,5900RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18536,750,,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18537,2000,,7200RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
18538,240,,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Sandforce SF-1222,
18539,240,2.179,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Varies,
18540,1000,,7200RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
18541,3000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18542,512,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18543,480,0.25,SSD,,M.2-2280,M.2 (M),Y,,,,
18544,1000,,SSD,,M.2-2280,M.2 (M),Y,,,,
18545,10000,0.03,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18546,960,0.262,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18547,4000,0.052,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18548,32,1.26,SSD,,M.2-2242,M.2 (B+M),N,MLC (synchronous),,Silicon Motion,
18549,800,0.189,SSD,,"2.5""",SATA 6 Gb/s,N,MLC,,Intel PC29AS21CA,Y
18550,960,0.219,SSD,,M.2-2280,M.2 (M),Y,,,,
18551,512,0.156,SSD,,M.2-2280,M.2 (M),Y,,,,
18552,4000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18553,120,1.417,SSD,,"2.5""",SATA 6 Gb/s,N,Varies,,Sandforce SF-2281,
18554,240,0.395,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Marvell 9187,
18555,256,0.625,SSD,,M.2-2242,M.2 (B+M),N,MLC (synchronous),,Silicon Motion,
18556,1500,0.067,5400RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
18557,240,0.483,SSD,,M.2-2280,M.2 (M),Y,,,,
18558,960,0.109,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18559,256,0.238,SSD,,M.2-2280,M.2 (M),Y,3D V-NAND,,,
18560,500,0.796,SSD,,M.2-2260,M.2 (B+M),N,,,,
18561,960,0.375,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18562,1920,0.414,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,,
18563,10000,0.06,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18564,500,,7200RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
18565,3000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18566,256,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (asynchronous),,Sandforce SF-2281,
18567,120,,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,Samsung MEX,
18568,2000,0.14,7200RPM,16,"3.5""",SAS 6 Gb/s,N,,,,
18569,512,,SSD,512,M.2-2280,M.2 (M),Y,,,,
18570,1000,,5400RPM,8,"2.5""",SATA 6 Gb/s,N,,,,
18571,256,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18572,240,0.205,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18573,512,,SSD,,M.2-2280,M.2 (M),Y,,,,
18574,480,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18575,512,0.127,SSD,,M.2-2280,M.2 (M),Y,,,,
18576,8000,0.047,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18577,12000,0.033,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18578,400,1.224,SSD,,PCI-E,PCIe x4,Y,MLC,,,
18579,480,0.143,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18580,500,0.07,7200RPM,128,"2.5""",SATA 6 Gb/s,N,,,,
18581,2000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18582,4000,0.028,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18583,512,0.15,SSD,,M.2-2280,M.2 (M),Y,,,,
18584,256,0.14,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18585,1200,1.25,SSD,,PCI-E,PCIe x4,Y,,,,
18586,1920,0.859,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18587,500,,5400RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18588,2000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18589,1000,,SSD,128,"3.5""",SATA 3 Gb/s,N,MLC,,Indilinx Barefoot 1,
18590,256,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Samsung MCX,
18591,500,,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18592,120,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Marvell 9187,Y
18593,1000,,7200RPM,64,"2.5""",SAS 6 Gb/s,N,,,,
18594,500,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18595,120,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18596,256,,SSD,512,PCI-E,PCIe x4,Y,MLC (toggle),,Marvell 88SS1093,
18597,1050,,SSD,,M.2-2280,M.2 (B+M),N,TLC (toggle),,,
18598,120,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18599,8,16.875,SSD,,"2.5""",PATA 100,N,,,,
18600,500,0.057,5400RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
18601,1000,0.3,SSD,,M.2-2280,M.2 (M),Y,,,,
18602,480,0.104,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18603,250,0.64,SSD,,M.2-2280,M.2 (B+M),Y,,,,
18604,1000,0.136,SSD,,M.2-2280,M.2 (M),Y,,,,
18605,256,0.242,SSD,,M.2-2280,M.2 (M),Y,,,,
18606,3000,0.025,5400RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
18607,2000,0.12,SSD,,M.2-2280,M.2 (M),Y,,,,
18608,512,0.328,SSD,,M.2-2280,M.2 (M),Y,,,,
18609,320,0.081,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
18610,500,0.12,Hybrid,32,"2.5""",SATA 6 Gb/s,N,,8000 MB,,
18611,512,0.195,SSD,,M.2-2280,M.2 (M),Y,,,,
18612,4000,0.043,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18613,80,0.4,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18614,1000,0.11,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18615,1200,0.574,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18616,512,0.547,SSD,,M.2-2280,M.2 (B+M),N,,,,
18617,8000,0.036,5900RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18618,120,0.275,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18619,2000,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18620,1900,0.302,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18621,10000,0.032,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18622,600,1.592,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Intel PC29AS21BA0,
18623,128,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Indilinx Everest 2,
18624,1000,,5900RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
18625,128,,SSD,256,M.2-2280,M.2 (M),Y,,,,
18626,120,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18627,960,,SSD,,M.2-2280,M.2 (B+M),Y,,,,
18628,250,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18629,512,,SSD,,M.2-2280,M.2 (M),Y,,,,
18630,960,0.083,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18631,3000,0.04,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18632,10000,0.048,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18633,160,1.244,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Varies,
18634,4000,0.13,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18635,1000,0.069,5400RPM,16,"2.5""",SATA 6 Gb/s,N,,,,
18636,480,0.217,SSD,,M.2-2280,M.2 (B+M),N,,,,
18637,2000,0.194,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18638,500,0.16,7200RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
18639,500,,7200RPM,16,"3.5""",SATA 6 Gb/s,N,,,,
18640,12000,0.035,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18641,128,0.664,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Toshiba TC58NC5HA9GST,
18642,480,0.396,SSD,,"2.5""",SATA 6 Gb/s,N,Varies,,Sandforce SF-2281,
18643,120,,SSD,,M.2-2280,M.2 (B+M),N,,,,
18644,256,,SSD,,M.2-2280,M.2 (M),Y,,,,
18645,160,,7200RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
18646,1000,0.14,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18647,1000,0.18,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18648,3000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18649,480,0.312,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18650,120,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18651,240,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18652,512,,SSD,,M.2-2280,M.2 (M),Y,,,,
18653,1920,,SSD,,M.2-22110,M.2 (M),Y,,,,
18654,4000,0.027,5400RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18655,1920,0.303,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18656,256,,SSD,,M.2-2280,M.2 (B+M),N,,,,
18657,256,,SSD,,M.2-2280,M.2 (M),Y,,,,
18658,1000,0.191,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18659,800,4.973,SSD,,"2.5""",SAS 12 Gb/s,N,,,,
18660,6000,0.045,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18661,512,0.166,SSD,,M.2-2280,M.2 (M),Y,,,,
18662,240,,SSD,,M.2-2280,M.2 (M),Y,3D TLC,,Phison E12,
18663,120,0.23,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,,
18664,512,0.729,SSD,,M.2-2280,M.2 (M),Y,,,,
18665,3840,0.139,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18666,1000,0.149,SSD,,M.2-2280,M.2 (M),Y,3D V-NAND,,,
18667,2000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18668,500,0.3,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18669,1000,0.049,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18670,6000,0.05,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18671,480,0.166,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18672,1920,0.238,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18673,1000,,SSD,,M.2-2280,M.2 (M),Y,,,,
18674,500,0.059,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18675,240,0.571,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Indilinx Barefoot 3,
18676,256,,SSD,512,M.2-2280,M.2 (M),Y,,,,
18677,500,,SSD,,M.2-2280,M.2 (B+M),N,,,,
18678,2000,,5900RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18679,500,0.308,5400RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
18680,750,0.089,7200RPM,16,"2.5""",SATA 6 Gb/s,N,,,,
18681,250,,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,Samsung MEX,
18682,240,,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,Samsung MEX,Y
18683,2000,,5400RPM,32,"2.5""",SATA 6 Gb/s,N,,,,
18684,120,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC,,Silicon Motion SM2246EN,
18685,5000,0.09,5900RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18686,2000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18687,480,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18688,512,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18689,120,0.542,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18690,480,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18691,1000,,SSD,,M.2-2280,M.2 (M),Y,,,,
18692,8000,,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18693,256,0.406,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18694,240,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18695,250,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18696,4000,0.438,SSD,,"2.5""",U.2 (SFF-8639),Y,,,,
18697,160,,7200RPM,8,"3.5""",SATA 6 Gb/s,N,,,,
18698,250,0.172,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18699,480,0.229,SSD,,M.2-2280,M.2 (M),Y,,,,
18700,80,,7200RPM,,"3.5""",SATA 3 Gb/s,N,,,,
18701,12000,0.029,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18702,3000,0.057,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18703,256,2.148,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Indilinx Everest 2,
18704,32,8.094,SSD,,"2.5""",SATA 3 Gb/s,N,SLC,,Varies,
18705,300,0.497,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Intel PC29AS21BA0,
18706,200,0.8,SSD,,"2.5""",SATA 6 Gb/s,N,eMLC,,Sandforce SF-2582,Y
18707,800,0.312,SSD,,"1.8""",SATA 6 Gb/s,N,MLC,,,
18708,160,0.156,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
18709,10000,0.089,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18710,480,0.383,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18711,128,,SSD,,M.2-2280,M.2 (M),Y,,,,
18712,240,,SSD,,M.2-2280,M.2 (M),Y,,,,
18713,960,0.135,SSD,,M.2-2280,M.2 (B+M),Y,,,,
18714,480,0.417,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18715,128,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Marvell 9174,
18716,500,0.074,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18717,240,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
18718,120,0.794,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Sandforce SF-2281,
18719,750,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18720,160,0.281,7200RPM,8,"3.5""",SATA 3 Gb/s,N,,,,
18721,512,0.547,SSD,,"2.5""",SATA 6 Gb/s,N,MLC,,Silicon Motion SM2246EN,
18722,128,0.469,SSD,,M.2-2280,M.2 (B+M),N,MLC (synchronous),,Silicon Motion,
18723,2000,,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18724,4000,,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18725,240,,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,Silicon Motion SM2256KX,
18726,1000,,Hybrid,64,"2.5""",SATA 6 Gb/s,N,,8000 MB,,
18727,240,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18728,500,0.145,5400RPM,8,"2.5""",SATA 6 Gb/s,N,,,,
18729,2000,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18730,512,0.121,SSD,,M.2-2280,M.2 (M),Y,,,,
18731,4000,0.046,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18732,500,,SSD,,M.2-2280,M.2 (M),Y,,,,
18733,1000,0.14,SSD,,M.2-2280,M.2 (M),Y,,,,
18734,1000,0.038,5400RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
18735,2000,,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18736,256,0.326,SSD,,M.2-2280,M.2 (M),Y,,,,
18737,10000,0.041,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18738,8000,0.033,5400RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18739,1000,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18740,1000,0.592,SSD,,M.2-2280,M.2 (B+M),N,,,,
